	P_C2R02	P_bablabjr011	P_donghaensis_HJ51	P_lipolytica_CSB02KR	P_lipolytica_LMEB39	P_N12309	P_CO133X	P_CO302Y	P_OFAV1	P_Ps84H4	P_MEBiC03607	P_APAL1	P_bablabjr004	P_SCSIO43101	P_FE4	P_M1318928	P_Hal040	P_gelatinilytica_NH153	P_porphyrae_MNAD16	P_PA2MD11	P_BZK2	P_MB47	P_bablabjr010	P_Cn537	P_ACER1	P_PAST1	P_SDCH90	P_303	P_shioyasakiensis_BMC4	P_B7P1	P_BZA4	P_shioyasakiensis_28	P_shioyasakiensis_BMC2	P_shioyasakiensis_BMC3	P_shioyasakiensis_BMC5	P_2102	P_2103	P_802	P_D15MCD2	P_shioyasakiensis_M1400201	P_126	P_P18	P_shioyasakiensis_LC2	P_SCSIO43088	P_shioyasakiensis_G21653S1	P_CnMc737	P_CO109Y	P_neustronica_PAMC28425	P_ostereae_hOe125	P_ostereae_hOe124	P_ostereae_hOe66	P_SG415	P_SG436	P_SR456	P_SG418	P_SR416	P_SG437	P_SR445	P_SG412	P_SG441	P_rhizosphaerae_hCg42	P_SR414	P_neustronica_SM1927	P_SG411	P_SR448	P_SG448	P_SG4417	P_SR418	P_2CM36K	P_tetradonis_CSB01KR	P_kknpp56	P_SCSIO	P_SCSIO11900	P_S3173	P_SiA1	P_S3260	P_SK20	P_SK18	P_Scap03	P_scap25	P_scap26	P_undina_NEM01	P_undina_NEM02	P_1161b	P_undina_DSM6065	P_2CM32C	P_ECSMB14103	P_APM04	P_DSM	P_17a	P_1131a	P_125	P_1CM17D	P_agarivorans_DSM14585	P_130	P_P111	P_2CM37A	P_2CM41L	P_agarivorans_S816	P_agarivorans_NW4327	P_S2893	P_espejiana_DSM9414	P_NBRC102222	P_NBRC12985	P_S3178	P_translucida_KMM520	P_KMM661	P_SG445	P_SR454	P_aliena_SW19	P_aliena_EH1	P_SG416	P_SG444	P_SG455	P_fuliginea_KMM216	P_fuliginea_S2292	P_AC163	P_TB25	P_distincta_22A13	P_distincta_KMM3548	P_distincta_16SW7	P_distincta_ATCC700518	P_distincta_LMG14908	P_SG453	P_SG456	P_SG431	P_SG452	P_SG433	P_SR417	P_SG435	P_SG434	P_SR435	P_SR433	P_SR451	P_SR411	P_SG451	P_SR455	P_SR442	P_EKP108	P_SR432	P_SR437	P_SR415	P_SG438	P_SR436	P_arctica_NECBIFX0059	P_EB27	P_arctica_A3712	P_arctica_NECBIFX2020001	P_arctica_NECBIFX2020017	P_tunicata_D2	P_xiamenensis_PSDB	P_spongiae_SAO44	P_spongiae_UST010723006	P_MMG024	P_P19	P_G4	P_piratica_OCN003	P_CO325X	P_SW010604	P_MM172	P_ruthenica_S2756	P_ruthenica_LMG19699	P_ruthenica_S3245	P_CnMc713	P_CnMc715	P_CNC920	P_CNAT218	P_CNAT2181	P_CNAT241	P_aurantia_208	P_citrea_DSM8771	P_citrea_S2231	P_citrea_S2233	P_aurantia_S3790	P_aurantia_S3788	P_aurantia_S3895	P_A25	P_amylolytica_JW1	P_JW3	P_phenolica_S3898	P_phenolica_S1093	P_phenolica_S1189	P_phenolica_KCTC12086	P_phenolica_OBC302	P_BZB3	P_phenolica_S3663	P_SMS1	P_B95	P_P94	P_luteoviolacea_2ta16	P_Of7M16	P_McH142	P_PPB1	P_rubra_DSM6842	P_R96	P_rubra_SCSIO_6842	P_XMcav2N	P_XMcav2N2	P_OOF1S7	P_DL2H22	P_rubra_S2471	P_rubra_S1946	P_viridis_BBR56	P_UG31	P_UG32	P_peptidolytica_F1250A1	P_peptidolytica_DSM14001	P_peptidolytica_NBRC101021	P_McH17	P_SCSIO43201	P_galatheae_S4498	P_M1400202	P_OANN1	P_flavipulchra_S1925	P_NJ631	P_A22	P_flavipulchra_SCSIO43202	P_flavipulchra_NCIMB2033	P_flavipulchra_ATCCBAA314	P_flavipulchra_LMG20361	P_CO342X	P_maricaloris_LMG19692	P_BMB	P_CO348	P_OF7H1	P_HMSA03	P_JC28	P_M8	P_XMcav11Q	P_JC3	P_JC31	P_Of11M6	P_DL2H6	P_DL2H1	P_OF5H5	P_Of5H6
P_phenolica_S1093	0.775262	0.784066	0.783557	0.782384	0.782669	0.786589	0.78612	0.785888	0.784564	0.786414	0.788314	0.784831	0.784439	0.782403	0.782971	0.782153	0.785289	0.787069	0.786528	0.788569	0.786629	0.786495	0.783964	0.787249	0.78584	0.785689	0.786027	0.784868	0.784643	0.786041	0.785847	0.785714	0.784384	0.784922	0.78493	0.784734	0.785215	0.784883	0.785612	0.785351	0.783916	0.786329	0.786003	0.787092	0.787096	0.78503	0.78589	0.779786	0.781348	0.781657	0.781514	0.779835	0.779901	0.781265	0.780566	0.781626	0.780632	0.781755	0.78203	0.781731	0.781642	0.780507	0.779821	0.780975	0.780965	0.780296	0.781414	0.780676	0.780287	0.782872	0.780511	0.782329	0.782365	0.780576	0.780426	0.780837	0.781562	0.780002	0.780891	0.781437	0.781617	0.781447	0.781049	0.781935	0.781652	0.778597	0.779473	0.779288	0.77993	0.779895	0.779346	0.778817	0.781234	0.779644	0.779743	0.778805	0.780685	0.778335	0.77926	0.778459	0.779337	0.780403	0.779974	0.780616	0.781205	0.778093	0.779014	0.777765	0.777556	0.780875	0.779715	0.780082	0.780268	0.780156	0.778954	0.778669	0.780932	0.781752	0.779263	0.781974	0.780245	0.781269	0.78023	0.781181	0.782835	0.782121	0.78077	0.781212	0.780236	0.781551	0.780965	0.781308	0.781598	0.78123	0.783342	0.780439	0.780042	0.779656	0.780309	0.780284	0.779716	0.780765	0.780815	0.780806	0.778671	0.779481	0.779396	0.780813	0.780671	0.774342	0.785632	0.796322	0.792187	0.791029	0.789234	0.792615	0.790765	0.778852	0.781916	0.779552	0.779061	0.778638	0.779583	0.780242	0.780035	0.779199	0.779664	0.779683	0.779545	0.786184	0.789443	0.789086	0.791375	0.792992	0.792769	0.792504	0.791116	0.789857	0.790288	0.969855	1	0.974472	0.892143	0.891815	0.913644	0.900556	0.788843	0.791342	0.790134	0.788475	0.788334	0.784704	0.784605	0.788913	0.785363	0.786031	0.785332	0.785037	0.787974	0.787817	0.789652	0.794278	0.788391	0.788035	0.787629	0.787819	0.78758	0.789593	0.787	0.787532	0.789723	0.789185	0.790937	0.787907	0.78928	0.787168	0.787276	0.790516	0.790082	0.788094	0.78845	0.789821	0.787261	0.787733	0.789058	0.788211	0.788375	0.788929	0.788841	0.789108	0.788898	0.788633	0.786303	0.787893	0.787624	0.787949
P_phenolica_S1189	0.771784	0.788808	0.788044	0.789207	0.789049	0.788233	0.786827	0.786824	0.789134	0.788174	0.791891	0.789183	0.788168	0.788245	0.787912	0.786669	0.787849	0.788645	0.788292	0.790476	0.788704	0.788646	0.788296	0.789489	0.787664	0.787969	0.78938	0.788451	0.78966	0.789886	0.789668	0.789932	0.78781	0.787445	0.78753	0.787355	0.787239	0.787527	0.78832	0.788051	0.787637	0.787662	0.788059	0.788939	0.790797	0.789155	0.789243	0.780061	0.782427	0.781569	0.781371	0.7796	0.779072	0.780837	0.779016	0.780807	0.779344	0.780395	0.7808	0.781658	0.779885	0.780471	0.780069	0.779652	0.778902	0.780783	0.780022	0.779911	0.782972	0.783381	0.782304	0.783685	0.784601	0.782548	0.784546	0.780932	0.781261	0.781327	0.780041	0.780806	0.780924	0.781883	0.782238	0.780155	0.782971	0.779197	0.779761	0.781617	0.779733	0.783537	0.783135	0.782895	0.782787	0.781775	0.780524	0.781497	0.780714	0.781746	0.78393	0.781225	0.781526	0.781649	0.780604	0.780635	0.78093	0.780593	0.780344	0.780348	0.780596	0.780595	0.781848	0.779742	0.779761	0.779857	0.779569	0.780609	0.781924	0.781492	0.778821	0.782786	0.781383	0.782925	0.782925	0.780647	0.78149	0.782137	0.78288	0.781087	0.781893	0.782946	0.782542	0.78274	0.782807	0.782379	0.784365	0.781975	0.782825	0.781901	0.782849	0.782019	0.784049	0.782471	0.782463	0.781776	0.780814	0.781074	0.778629	0.781627	0.781616	0.776777	0.78633	0.793045	0.792412	0.794034	0.791698	0.793099	0.792133	0.781156	0.782571	0.782148	0.781892	0.781237	0.782431	0.782913	0.780627	0.782897	0.780051	0.779645	0.779227	0.788274	0.791186	0.789567	0.790343	0.793026	0.792781	0.791555	0.791389	0.790226	0.791807	0.969958	0.975305	1	0.890819	0.890573	0.915409	0.901954	0.793576	0.793032	0.793071	0.790569	0.790395	0.784972	0.785665	0.788618	0.788215	0.788199	0.785821	0.786109	0.789256	0.788951	0.786582	0.790847	0.791644	0.788764	0.788891	0.787465	0.788825	0.788418	0.787639	0.787616	0.791407	0.789728	0.789702	0.791215	0.790571	0.791803	0.791551	0.791931	0.791832	0.791002	0.790691	0.791596	0.792618	0.791583	0.791787	0.791255	0.791688	0.791714	0.792382	0.792033	0.79268	0.793765	0.789249	0.790116	0.790355	0.789489
P_phenolica_KCTC12086	0.772697	0.785865	0.793445	0.786095	0.786984	0.78906	0.783952	0.783952	0.787214	0.785685	0.7915	0.787784	0.786453	0.789005	0.789227	0.785621	0.79113	0.789498	0.785758	0.787294	0.785885	0.786844	0.786276	0.787757	0.787048	0.785858	0.790503	0.788717	0.787824	0.789889	0.789816	0.79031	0.789122	0.788678	0.790234	0.789573	0.789417	0.78975	0.791919	0.787183	0.786567	0.787814	0.787157	0.790802	0.787106	0.785313	0.78658	0.780694	0.78941	0.789246	0.78173	0.77971	0.780649	0.781819	0.7797	0.780363	0.780576	0.78063	0.78175	0.780276	0.787962	0.781193	0.782001	0.780654	0.781604	0.779888	0.779836	0.781364	0.782243	0.781965	0.781244	0.788551	0.787457	0.783288	0.786958	0.780645	0.781079	0.781746	0.78757	0.786979	0.786825	0.786684	0.786548	0.778366	0.786799	0.779938	0.781418	0.787934	0.782772	0.78226	0.783436	0.782505	0.784509	0.791169	0.786239	0.782711	0.784034	0.783174	0.785538	0.784242	0.782839	0.788915	0.782687	0.779964	0.783262	0.785672	0.786746	0.778599	0.779588	0.783074	0.784906	0.779864	0.779215	0.779421	0.78053	0.780563	0.780917	0.780588	0.778548	0.781356	0.785544	0.780947	0.77771	0.778784	0.778935	0.778628	0.77772	0.779282	0.778161	0.778596	0.779217	0.778439	0.779656	0.778497	0.778771	0.778332	0.778283	0.778882	0.780331	0.779791	0.779006	0.779364	0.779203	0.779065	0.777873	0.777524	0.783416	0.778842	0.779755	0.783559	0.791231	0.798891	0.800875	0.793972	0.789386	0.791455	0.801963	0.780104	0.780205	0.780402	0.778644	0.790334	0.77831	0.779943	0.778308	0.780511	0.779226	0.778934	0.779278	0.790021	0.790371	0.78563	0.786935	0.78788	0.787725	0.787487	0.793792	0.795986	0.797137	0.888288	0.890962	0.889342	1	0.999874	0.909565	0.909371	0.789714	0.796862	0.792185	0.789814	0.790261	0.788639	0.789406	0.79064	0.790321	0.79379	0.790464	0.790479	0.789213	0.791486	0.78984	0.789339	0.797066	0.795211	0.792665	0.790228	0.789039	0.788913	0.789495	0.79498	0.793798	0.788016	0.788466	0.78944	0.787333	0.793317	0.794885	0.787783	0.789852	0.787684	0.787092	0.789337	0.787065	0.787679	0.787884	0.788248	0.791495	0.794528	0.790161	0.789307	0.79442	0.789134	0.787608	0.788842	0.788682	0.78861
P_phenolica_OBC302	0.772845	0.785333	0.792934	0.78671	0.787446	0.788385	0.783567	0.783567	0.788585	0.787284	0.792104	0.786961	0.786786	0.788505	0.78908	0.786171	0.788428	0.789392	0.787543	0.786206	0.784532	0.786308	0.785834	0.787004	0.786696	0.786183	0.790208	0.789071	0.788264	0.788904	0.789287	0.788764	0.788873	0.789131	0.789281	0.789179	0.789262	0.789207	0.789541	0.785931	0.78533	0.785701	0.785993	0.790765	0.787899	0.786354	0.78722	0.781214	0.784212	0.784988	0.780965	0.781629	0.781748	0.782266	0.781589	0.781942	0.782149	0.781895	0.78259	0.781695	0.78702	0.782116	0.784019	0.782402	0.783012	0.782341	0.782506	0.783154	0.782869	0.782422	0.782443	0.787385	0.788307	0.785292	0.788067	0.78373	0.781957	0.781727	0.785374	0.786431	0.785782	0.784295	0.78441	0.779399	0.785532	0.780834	0.781548	0.783686	0.783038	0.784375	0.784979	0.784359	0.785561	0.787692	0.784223	0.783211	0.785177	0.783144	0.785887	0.784705	0.784812	0.788441	0.782999	0.783006	0.784714	0.785182	0.785078	0.779475	0.781647	0.782817	0.783564	0.779128	0.779174	0.778296	0.780429	0.780791	0.782992	0.781272	0.778306	0.78272	0.785104	0.78095	0.779938	0.779129	0.779668	0.780963	0.779045	0.778993	0.779881	0.78066	0.781467	0.780517	0.78043	0.779595	0.779884	0.778973	0.779192	0.78106	0.782182	0.780947	0.781552	0.780044	0.780188	0.780324	0.778734	0.778391	0.782554	0.779442	0.778838	0.780427	0.791738	0.797238	0.79631	0.792755	0.789746	0.792013	0.797953	0.781909	0.784486	0.783936	0.781413	0.788862	0.781987	0.783197	0.781376	0.783641	0.783021	0.783483	0.782844	0.787442	0.790562	0.785251	0.786783	0.788831	0.788935	0.787972	0.792655	0.793694	0.794553	0.888424	0.890024	0.88945	0.999879	1	0.909578	0.909693	0.788904	0.79613	0.790896	0.790188	0.790131	0.789308	0.79026	0.790662	0.788195	0.791225	0.791322	0.790357	0.787719	0.79127	0.789386	0.788083	0.793346	0.793504	0.792621	0.789095	0.786768	0.787177	0.787186	0.793021	0.793632	0.788897	0.790904	0.789748	0.787612	0.792497	0.792393	0.790541	0.791804	0.78908	0.788575	0.789898	0.790822	0.788932	0.78992	0.788998	0.79118	0.792947	0.79059	0.791545	0.796119	0.790136	0.788735	0.789044	0.789728	0.789427
P_BZB3	0.77511	0.786418	0.786408	0.787365	0.785841	0.787074	0.786519	0.786719	0.786739	0.786404	0.787768	0.785914	0.787125	0.78618	0.786077	0.78715	0.787611	0.787688	0.786069	0.78665	0.787611	0.78701	0.787291	0.786574	0.786107	0.78574	0.785505	0.787587	0.787806	0.787973	0.788096	0.78809	0.78668	0.78674	0.787806	0.787238	0.787357	0.787325	0.788171	0.786919	0.786926	0.787481	0.787615	0.789232	0.788084	0.787698	0.78765	0.781329	0.781869	0.783036	0.782568	0.779925	0.781824	0.7817	0.781931	0.781829	0.780935	0.780785	0.782644	0.78221	0.782527	0.780691	0.779972	0.781527	0.781289	0.780932	0.781111	0.78136	0.779671	0.780449	0.778357	0.781176	0.780831	0.780687	0.781404	0.780706	0.779867	0.782706	0.781378	0.782127	0.782376	0.782024	0.78217	0.780913	0.780314	0.780197	0.781752	0.780937	0.779925	0.781976	0.78279	0.782457	0.781977	0.783075	0.781692	0.781682	0.78328	0.781945	0.782764	0.783144	0.782602	0.781195	0.779473	0.780845	0.780287	0.776153	0.777752	0.777355	0.776974	0.779042	0.78266	0.779099	0.778917	0.779182	0.780184	0.78073	0.778564	0.778092	0.780171	0.780026	0.77876	0.778411	0.778754	0.779912	0.779841	0.779532	0.779533	0.778628	0.779288	0.780747	0.77943	0.778847	0.780706	0.779251	0.778154	0.777812	0.778283	0.776889	0.779058	0.779614	0.779722	0.778484	0.77835	0.779174	0.778463	0.777834	0.780959	0.781287	0.780376	0.775128	0.783944	0.792147	0.791048	0.791941	0.789064	0.789765	0.791335	0.781355	0.783947	0.780392	0.780621	0.781927	0.781559	0.781662	0.779986	0.781546	0.781918	0.781437	0.780671	0.787342	0.790836	0.78627	0.787126	0.787158	0.787261	0.787732	0.79092	0.793535	0.794356	0.911893	0.913977	0.913544	0.910264	0.910024	1	0.940169	0.791878	0.791064	0.795552	0.790223	0.79049	0.786435	0.787844	0.790168	0.789245	0.787362	0.789067	0.789134	0.787471	0.789291	0.790341	0.789145	0.790734	0.787544	0.788506	0.787741	0.787549	0.788191	0.786997	0.788507	0.791619	0.791352	0.791622	0.789259	0.791064	0.79199	0.790535	0.790475	0.789124	0.789832	0.789918	0.789303	0.790993	0.790034	0.792401	0.791943	0.792211	0.792994	0.792297	0.790951	0.791349	0.790212	0.791519	0.793334	0.793399	0.793086
P_phenolica_S3663	0.773931	0.790565	0.79069	0.786281	0.789574	0.792699	0.788825	0.788825	0.791149	0.791262	0.794374	0.791202	0.792064	0.790781	0.787054	0.790562	0.787294	0.790891	0.790933	0.786938	0.788942	0.788058	0.7895	0.788527	0.789088	0.789811	0.787095	0.789582	0.789679	0.792525	0.79233	0.792501	0.793103	0.793728	0.793771	0.794064	0.794541	0.794244	0.78923	0.787509	0.790865	0.788679	0.790759	0.788441	0.792992	0.792482	0.792276	0.788159	0.782389	0.781183	0.781634	0.780642	0.781684	0.783036	0.781876	0.782316	0.785464	0.781606	0.783849	0.783385	0.782996	0.778761	0.783698	0.78299	0.778286	0.780155	0.779239	0.779577	0.783096	0.782619	0.782624	0.783021	0.784859	0.786582	0.787488	0.786336	0.783159	0.783729	0.782953	0.782644	0.782046	0.781469	0.781709	0.782489	0.781972	0.779553	0.779547	0.784479	0.784098	0.781861	0.780526	0.780464	0.781465	0.781306	0.782291	0.781015	0.780331	0.78126	0.784802	0.780813	0.782539	0.784524	0.785115	0.779429	0.782184	0.776973	0.780188	0.779143	0.77922	0.779072	0.779401	0.7791	0.777832	0.777921	0.779869	0.780516	0.78743	0.786547	0.779823	0.78131	0.780912	0.77986	0.779106	0.784916	0.784108	0.781918	0.780812	0.785494	0.781328	0.781899	0.780324	0.781751	0.782225	0.780814	0.780805	0.781432	0.781383	0.77936	0.782346	0.781786	0.782728	0.779635	0.779611	0.779351	0.780336	0.781374	0.779602	0.781655	0.780478	0.778205	0.784527	0.798148	0.790425	0.792843	0.79057	0.786587	0.792771	0.783311	0.787863	0.779733	0.782733	0.783725	0.790578	0.782934	0.781113	0.791091	0.79082	0.790534	0.790488	0.788602	0.792248	0.789514	0.790807	0.790612	0.791916	0.791374	0.793335	0.794137	0.794351	0.900347	0.900666	0.901346	0.910053	0.910186	0.940535	1	0.791531	0.792378	0.790937	0.789777	0.788607	0.786266	0.78612	0.788577	0.788352	0.785125	0.787699	0.786657	0.78583	0.787334	0.787133	0.791374	0.789207	0.790915	0.790819	0.788509	0.788772	0.78899	0.788389	0.788175	0.79743	0.790017	0.791201	0.792087	0.788603	0.791722	0.789307	0.79107	0.791245	0.790827	0.78924	0.793808	0.790069	0.789581	0.789787	0.7892	0.790678	0.792339	0.791435	0.790793	0.791152	0.791445	0.793585	0.794104	0.794526	0.794462
P_SMS1	0.772817	0.780825	0.780902	0.782092	0.781713	0.784775	0.782675	0.782515	0.785266	0.784071	0.788235	0.785879	0.785896	0.786183	0.785496	0.785175	0.785441	0.784167	0.782664	0.785963	0.785644	0.78621	0.784357	0.78791	0.785705	0.78517	0.786456	0.78605	0.787099	0.784484	0.784357	0.787137	0.78544	0.784746	0.785971	0.785882	0.786421	0.786323	0.785395	0.784776	0.783833	0.785798	0.78602	0.786238	0.787705	0.786531	0.786629	0.780919	0.785592	0.785443	0.783522	0.78133	0.781593	0.782516	0.781838	0.783333	0.780607	0.781432	0.783875	0.781163	0.782435	0.781985	0.781586	0.780444	0.781667	0.781139	0.780387	0.781655	0.780838	0.779309	0.779872	0.781888	0.780608	0.776995	0.779866	0.77865	0.780114	0.783172	0.780062	0.78032	0.78039	0.780324	0.780386	0.777373	0.779796	0.781674	0.781547	0.781447	0.781922	0.781983	0.779779	0.781267	0.77838	0.780879	0.781529	0.779564	0.780814	0.779175	0.780329	0.780907	0.780622	0.78603	0.784052	0.779499	0.779559	0.782806	0.781033	0.781451	0.780635	0.784417	0.781763	0.78125	0.782116	0.781484	0.781147	0.780515	0.78213	0.782884	0.778198	0.781987	0.781353	0.784243	0.780863	0.782268	0.78194	0.781192	0.782171	0.780219	0.779832	0.782557	0.78219	0.780583	0.783246	0.782744	0.781194	0.780797	0.782648	0.783185	0.781513	0.783538	0.782024	0.784695	0.785326	0.78503	0.778942	0.781001	0.781634	0.778036	0.778784	0.778113	0.780978	0.788131	0.788345	0.786356	0.786878	0.786574	0.790157	0.785337	0.783987	0.786178	0.786553	0.785263	0.784219	0.78379	0.784048	0.784736	0.783332	0.782641	0.783563	0.785685	0.785538	0.7821	0.783915	0.783314	0.784328	0.783751	0.789143	0.789826	0.789174	0.79075	0.791573	0.790668	0.789246	0.789149	0.79035	0.792704	1	0.81318	0.809616	0.809193	0.808817	0.790491	0.789949	0.7893	0.788179	0.790951	0.789577	0.790039	0.788116	0.78821	0.790273	0.787977	0.789059	0.788329	0.788187	0.791064	0.789065	0.78959	0.788258	0.788089	0.790598	0.790189	0.787864	0.790015	0.788995	0.791841	0.790572	0.788546	0.789775	0.788542	0.788598	0.789913	0.788764	0.788527	0.788574	0.791033	0.790239	0.788342	0.789531	0.788207	0.791062	0.788154	0.788587	0.789462	0.790157	0.789178
P_B95	0.772216	0.782803	0.784232	0.784833	0.784406	0.785687	0.78394	0.784033	0.783565	0.782103	0.782949	0.78226	0.783278	0.783301	0.785427	0.785174	0.783062	0.783685	0.783083	0.785369	0.787457	0.785156	0.784917	0.785379	0.783661	0.784536	0.785613	0.784882	0.786173	0.785998	0.786462	0.786056	0.784777	0.785471	0.784707	0.784967	0.784338	0.784348	0.784152	0.784951	0.785494	0.784448	0.783926	0.784789	0.785123	0.785394	0.784716	0.77788	0.778377	0.778825	0.77854	0.779529	0.780241	0.780169	0.78016	0.78039	0.780542	0.781119	0.781186	0.780647	0.780536	0.781244	0.780872	0.77986	0.783533	0.780879	0.781381	0.781467	0.777944	0.778993	0.779106	0.779548	0.780485	0.778466	0.779819	0.779329	0.780524	0.780699	0.780067	0.780037	0.779914	0.780413	0.78002	0.778092	0.780172	0.780934	0.78204	0.781041	0.780604	0.77963	0.77887	0.780218	0.779843	0.780202	0.777804	0.780481	0.779857	0.781105	0.780114	0.779701	0.779268	0.781124	0.780057	0.779033	0.781929	0.779293	0.779113	0.779481	0.780105	0.775385	0.778568	0.774699	0.774835	0.774971	0.778004	0.778885	0.779107	0.777846	0.776675	0.777969	0.777257	0.777215	0.777597	0.780723	0.779854	0.777984	0.778477	0.778461	0.77893	0.775904	0.778594	0.778655	0.780118	0.77788	0.777305	0.778768	0.774924	0.775807	0.778323	0.778972	0.779954	0.777388	0.777706	0.77765	0.777841	0.77804	0.776212	0.778276	0.776423	0.7739	0.781985	0.785509	0.786208	0.7856	0.784001	0.784507	0.789362	0.78146	0.782384	0.780617	0.779584	0.782976	0.781767	0.782115	0.780979	0.782732	0.78383	0.783094	0.783122	0.782435	0.786087	0.784635	0.785396	0.782463	0.783618	0.783232	0.787468	0.787362	0.787532	0.792696	0.792591	0.792024	0.796105	0.795865	0.790359	0.790883	0.813197	1	0.823061	0.824335	0.823851	0.788953	0.789548	0.791916	0.78962	0.790259	0.789781	0.79015	0.789454	0.792013	0.791339	0.791391	0.790314	0.790552	0.790054	0.78841	0.786984	0.786421	0.788392	0.78891	0.789015	0.788654	0.790713	0.788934	0.787166	0.788709	0.788839	0.789335	0.78896	0.789384	0.78982	0.78852	0.787398	0.788626	0.79009	0.788267	0.788019	0.789483	0.78964	0.788961	0.788935	0.789316	0.787682	0.788525	0.789749	0.789638
P_P94	0.773616	0.785022	0.785041	0.786243	0.786949	0.786186	0.784317	0.784114	0.784747	0.784355	0.784176	0.783491	0.784539	0.786309	0.786966	0.787055	0.784616	0.785741	0.783364	0.782873	0.783517	0.785745	0.784906	0.785443	0.784735	0.784799	0.78564	0.783	0.785044	0.784805	0.784908	0.78554	0.785494	0.785435	0.785385	0.784671	0.783726	0.783793	0.78517	0.785555	0.785344	0.786377	0.783447	0.785681	0.786808	0.783907	0.784116	0.779007	0.782636	0.783829	0.783392	0.781768	0.781394	0.781537	0.780377	0.780803	0.780973	0.781499	0.781734	0.779568	0.783053	0.782637	0.782035	0.781655	0.783551	0.782509	0.782516	0.780925	0.782864	0.783864	0.782299	0.782227	0.782318	0.783732	0.785136	0.781172	0.782869	0.782398	0.782118	0.782603	0.782344	0.783175	0.783374	0.77965	0.781009	0.780861	0.783569	0.782289	0.781566	0.782026	0.780311	0.779986	0.780931	0.781657	0.779701	0.781062	0.779478	0.781301	0.779827	0.782753	0.780562	0.783343	0.781393	0.777046	0.778906	0.779816	0.782761	0.781611	0.782678	0.781215	0.781631	0.779095	0.778895	0.779296	0.77975	0.779972	0.778637	0.778929	0.776982	0.780098	0.77897	0.779467	0.779206	0.779761	0.779254	0.779437	0.779451	0.778849	0.780064	0.779615	0.779169	0.777928	0.78017	0.77866	0.779023	0.779395	0.778787	0.77966	0.779056	0.779471	0.779251	0.781326	0.781423	0.780707	0.779334	0.77874	0.783798	0.780158	0.780198	0.775686	0.784332	0.792386	0.793646	0.791872	0.793702	0.786689	0.790188	0.78648	0.784163	0.782934	0.783987	0.784723	0.781233	0.782133	0.78303	0.784299	0.782542	0.782598	0.782402	0.786248	0.786017	0.785638	0.787222	0.78633	0.78752	0.787963	0.789304	0.787368	0.787363	0.793066	0.789633	0.793727	0.793659	0.795157	0.794	0.790567	0.810738	0.822413	1	0.921075	0.921214	0.788894	0.789485	0.789373	0.789701	0.7897	0.792272	0.79182	0.786881	0.79111	0.792395	0.787307	0.790954	0.788067	0.787647	0.793645	0.791334	0.791559	0.791746	0.7926	0.791229	0.792251	0.793751	0.790318	0.789819	0.79402	0.793139	0.79091	0.79109	0.791839	0.791163	0.790415	0.790963	0.789736	0.791843	0.791023	0.790678	0.792133	0.793325	0.791126	0.792248	0.793164	0.793369	0.792832	0.792935	0.79183
P_luteoviolacea_2ta16	0.772594	0.784053	0.78471	0.783787	0.785004	0.783296	0.783947	0.783947	0.779858	0.781781	0.781042	0.781725	0.782806	0.784173	0.788479	0.786145	0.783321	0.783521	0.784202	0.782738	0.783713	0.782964	0.783008	0.783338	0.78316	0.783561	0.78534	0.784144	0.784537	0.784398	0.783944	0.783836	0.782519	0.782012	0.782381	0.782635	0.78272	0.781911	0.781499	0.782959	0.781887	0.783755	0.782142	0.782599	0.78195	0.783562	0.783302	0.77607	0.781769	0.783057	0.782662	0.778649	0.780485	0.780087	0.779908	0.779847	0.779449	0.781128	0.778891	0.780783	0.780155	0.779348	0.779072	0.778791	0.78157	0.780035	0.779182	0.780794	0.78028	0.781047	0.780197	0.780854	0.780493	0.775389	0.779204	0.777814	0.777319	0.779217	0.779798	0.77958	0.779387	0.780868	0.780868	0.778493	0.780019	0.783924	0.782865	0.783323	0.783088	0.781197	0.781533	0.780784	0.783701	0.783593	0.78	0.78278	0.782994	0.782353	0.78451	0.782415	0.784112	0.780432	0.779802	0.781881	0.783457	0.778357	0.780209	0.779639	0.779171	0.777905	0.778864	0.779646	0.77953	0.7801	0.77608	0.776881	0.777889	0.777611	0.779134	0.781115	0.779431	0.779481	0.779565	0.779771	0.778483	0.778539	0.778578	0.779517	0.781801	0.778767	0.779297	0.780728	0.779975	0.77908	0.779736	0.780451	0.780725	0.779661	0.77901	0.779463	0.780033	0.779577	0.778855	0.778596	0.777518	0.778642	0.777856	0.777053	0.779169	0.771361	0.780024	0.782871	0.782942	0.782929	0.783415	0.784521	0.785653	0.783542	0.781145	0.78358	0.782001	0.781421	0.783485	0.782272	0.781568	0.782553	0.782592	0.78133	0.782722	0.781951	0.784056	0.783603	0.783409	0.782079	0.78254	0.782326	0.787585	0.787312	0.786865	0.788167	0.788783	0.78853	0.787132	0.787273	0.787321	0.789545	0.810397	0.823345	0.9203	1	0.993529	0.78922	0.788778	0.788955	0.788496	0.788489	0.790292	0.790281	0.788449	0.789477	0.789934	0.787479	0.790826	0.787047	0.787911	0.78734	0.787594	0.78633	0.786252	0.786653	0.787042	0.786909	0.788717	0.787821	0.788259	0.790044	0.790749	0.788192	0.787036	0.788116	0.788733	0.786734	0.788045	0.787298	0.790281	0.786919	0.788316	0.7895	0.790107	0.789249	0.790238	0.787626	0.786633	0.789559	0.789618	0.789581
